glix
22,58
7,99
5,16
14,62
10,52
9,07
14,25
8,33
10,42
9,79
15,16
6,65
8,02
7,99
10,22
5,06
9,28
9,24
5,73
23,2
10,06
6,67
11,67
10,54
10,18
11,6
6,2
7,38
10,68
6,8
9,28
10,69
5,34
16,93
29,07
4,01
7,45
8,13
6,98
10,4
11,02
5,87
13,95
8,59
8,93
0,4
11,29
10,7
4,55
8,86
10
8,11
10,66
8,37
8,51
6,84
14,08
8,68
40,4
11,6
6,84
6,52
4
9
0,4
7,64
2,2
4,67
5,09
0,4
6,56
7,21
8,04
9
8,84
11,6
7,16
8,2
7,96
11,82
40,4
12,49
18
7,05
7,18
11,57
6,73
8,33
6,4
8,15
9,45
8
8,23
7,65
6,41
0,4
11,35
10,16
8,81
5,67
8,51
8,66
2
19,26
4,02
9,02
7,8
5,26
8,07
8,75
11,1
5,98
10,42
8,53
10,19
0,4
14,71
20,8
0,4
8,04
5,68
11,87
4,02
10,7
2
7,59
5,59
11,6
8,11
9,62
15,7
5,08
12,4
1,6
18
5,68
8,71
13,09
11,15
40,4
7,38
6,32
12,81
8,59
8,27
9,34
40,4
8,44
4,51
8,51
0,4
4,74
4,74
8,5
4,02
5,09
12,19
7,92
8,64
7,59
19,02
16,05
15,73
5,72
40,4
9,47
8,71
40,4
7,56
6,68
