100,0;28;28,0
230,76923076923075;30;13,0
96,3963963963964;107;111,0
106,0;53;50,0
92,42424242424242;61;66,0
94,28571428571428;33;35,0
93,93939393939394;93;99,0
97,67441860465115;42;43,0
97,59036144578313;81;83,0
95,1219512195122;39;41,0
97,34513274336283;110;113,0
141,66666666666669;17;12,0
129,03225806451613;40;31,0
190,0;19;10,0
95,23809523809523;20;21,0
183,33333333333331;22;12,0
80,0;8;10,0
88,1578947368421;67;76,0
116,94915254237289;69;59,0
88,23529411764706;15;17,0
97,77777777777777;88;90,0
93,81443298969072;91;97,0
96,42857142857143;27;28,0
525,0;21;4,0
227,04918032786887;277;122,0
92,85714285714286;169;182,0
142,10526315789474;108;76,0
190,9090909090909;21;11,0
281,48148148148147;76;27,0
208,33333333333334;25;12,0
94,11764705882352;96;102,0
176,9230769230769;23;13,0
97,87234042553192;46;47,0
140,4255319148936;66;47,0
101,5625;65;64,0
94,73684210526315;18;19,0
97,72727272727273;43;44,0
166,66666666666669;20;12,0
122,44897959183673;60;49,0
183,63636363636365;101;55,0
100,0;13;13,0
97,33333333333334;73;75,0
95,38461538461539;62;65,0
97,11538461538461;101;104,0
98,93617021276596;93;94,0
98,46153846153847;64;65,0
95,6896551724138;111;116,0
345,45454545454544;76;22,0
200,0;8;4,0
103,7037037037037;28;27,0
93,33333333333333;14;15,0
95,1048951048951;272;286,0
94,5945945945946;350;370,0
188,88888888888889;17;9,0
150,0;3;2,0
94,66666666666667;71;75,0
91,20879120879121;83;91,0
93,85964912280701;214;228,0
125,0;5;4,0
100,0;5;5,0
87,5;21;24,0
113,72549019607843;58;51,0
170,0;68;40,0
96,15384615384616;25;26,0
3200,0;32;1,0
95,23809523809523;20;21,0
209,8360655737705;128;61,0
96,96969696969697;64;66,0
110,00000000000001;22;20,0
1400,0;14;1,0
83,01886792452831;44;53,0
95,6043956043956;87;91,0
91,72932330827066;244;266,0
113,51351351351352;42;37,0
92,85714285714286;26;28,0
550,0;11;2,0
82,6086956521739;19;23,0
75,0;33;44,0
99,48453608247422;193;194,0
104,08163265306123;51;49,0
3400,0;34;1,0
95,34883720930233;41;43,0
92,85714285714286;39;42,0
96,84210526315789;92;95,0
96,26168224299066;103;107,0
86,79245283018868;46;53,0
93,13725490196079;95;102,0
96,84210526315789;92;95,0
94,52054794520548;69;73,0
91,78082191780823;67;73,0
95,65217391304348;220;230,0
100,0;196;196,0
95,04504504504504;211;222,0
85,0;17;20,0
92,15686274509804;94;102,0
3800,0;38;1,0
92,3076923076923;12;13,0
91,17647058823529;31;34,0
101,61290322580645;63;62,0
89,85507246376811;62;69,0
100,0;8;8,0
90,625;116;128,0
111,11111111111111;10;9,0
100,0;15;15,0
97,34513274336283;110;113,0
100,0;88;88,0
98,49624060150376;131;133,0
89,47368421052632;34;38,0
88,75;71;80,0
86,3013698630137;63;73,0
88,05970149253731;59;67,0
113,1578947368421;43;38,0
133,33333333333331;20;15,0
146,42857142857142;41;28,0
83,33333333333334;30;36,0
100,0;13;13,0
42,857142857142854;3;7,0
75,0;3;4,0
1400,0;14;1,0
88,23529411764706;15;17,0
88,46153846153845;23;26,0
93,39622641509435;99;106,0
96,32352941176471;131;136,0
100,0;15;15,0
111,11111111111111;10;9,0
88,31168831168831;68;77,0
187,5;15;8,0
97,67441860465115;42;43,0
153,33333333333334;23;15,0
92,10526315789474;70;76,0
94,73684210526315;90;95,0
99,46808510638297;187;188,0
91,86602870813397;192;209,0
75,0;3;4,0
33,33333333333333;1;3,0
96,98681732580037;515;531,0
96,2406015037594;128;133,0
97,36842105263158;74;76,0
97,87234042553192;138;141,0
1300,0;13;1,0
98,34905660377359;417;424,0
96,07843137254902;98;102,0
85,0;17;20,0
96,11650485436894;99;103,0
96,15384615384616;25;26,0
112,5;18;16,0
1000,0;10;1,0
180,0;18;10,0
95,3125;61;64,0
95,65217391304348;22;23,0
266,66666666666663;8;3,0
90,0;18;20,0
94,66019417475728;195;206,0
135,48387096774192;42;31,0
97,72727272727273;43;44,0
126,66666666666666;19;15,0
94,64285714285714;53;56,0
90,9090909090909;40;44,0
160,71428571428572;45;28,0
88,23529411764706;15;17,0
97,02602230483272;261;269,0
94,375;151;160,0
220,00000000000003;11;5,0
105,26315789473684;20;19,0
1500,0;15;1,0
83,33333333333334;35;42,0
97,73755656108597;216;221,0
2000,0;20;1,0
322,22222222222223;29;9,0
92,06349206349206;174;189,0
