46;32;0,695652174
14;14;1
134;35;0,26119403
28;20;0,714285714
494;143;0,289473684
200;55;0,275
64;42;0,65625
83;34;0,409638554
189;115;0,608465608
41;25;0,609756098
267;151;0,565543071
36;31;0,861111111
206;134;0,650485437
143;79;0,552447552
29;21;0,724137931
157;84;0,535031847
182;109;0,598901099
196;115;0,586734694
126;79;0,626984127
131;79;0,603053435
78;57;0,730769231
43;28;0,651162791
198;100;0,505050505
119;41;0,344537815
312;133;0,426282051
275;136;0,494545455
118;74;0,627118644
56;33;0,589285714
111;61;0,54954955
27;23;0,851851852
83;50;0,602409639
12;12;1
141;92;0,65248227
131;89;0,679389313
131;89;0,679389313
516;186;0,360465116
461;175;0,379609544
275;106;0,385454545
45;34;0,755555556
159;64;0,402515723
96;49;0,510416667
37;26;0,702702703
164;84;0,512195122
34;25;0,735294118
105;69;0,657142857
91;46;0,505494505
98;61;0,62244898
49;38;0,775510204
91;62;0,681318681
144;96;0,666666667
50;39;0,78
56;42;0,75
343;167;0,486880466
119;83;0,697478992
114;52;0,456140351
69;45;0,652173913
58;35;0,603448276
217;125;0,576036866
5;5;1
227;126;0,555066079
117;74;0,632478632
473;223;0,471458774
2308;85;0,306451613
74;40;0,540540541
112;61;0,544642857
131;79;0,603053435
127;72;0,566929134
51;40;0,784313725
131;64;0,488549618
127;63;0,496062992
80;49;0,6125
78;47;0,602564103
91;55;0,604395604
81;48;0,592592593
35;24;0,685714286
166;86;0,518072289
318;157;0,493710692
166;86;0,518072289
108;64;0,592592593
47;36;0,765957447
121;79;0,652892562
110;68;0,618181818
64;34;0,53125
85;58;0,682352941
113;78;0,690265487
47;34;0,723404255
229;140;0,611353712
28;24;0,857142857
239;143;0,59832636
158;94;0,594936709
288;138;0,479166667
439;222;0,505694761
288;137;0,475694444
84;46;0,547619048
85;58;0,682352941
92;64;0,695652174
68;42;0,617647059
224;134;0,598214286
144;83;0,576388889
66;35;0,53030303
10;10;1
435;223;0,512643678
13;12;0,923076923
35;24;0,685714286
366;155;0,423497268
130;74;0,569230769
119;71;0,596638655
83;50;0,602409639
272;137;0,503676471
140;59;0,421428571
303;155;0,511551155
437;226;0,517162471
354;184;0,519774011
303;155;0,511551155
125;71;0,568
301;153;0,508305648
68;45;0,661764706
2;2;1
138;83;0,601449275
87;49;0,563218391
46;37;0,804347826
229;141;0,615720524
163;94;0,576687117
72;50;0,694444444
47;33;0,70212766
164;82;0,5
188;114;0,606382979
188;114;0,606382979
100;63;0,63
112;67;0,598214286
78;65;0,833333333
133;86;0,646616541
33;28;0,848484848
366;82;0,224043716
4;4;1
124;73;0,588709677
60;38;0,633333333
182;80;0,43956044
324;129;0,398148148
118;70;0,593220339
248;139;0,560483871
302;118;0,390728477
240;109;0,454166667
175;88;0,502857143
30;21;0,7
12;10;0,833333333
63;30;0,476190476
22;15;0,681818182
1405;77;0,05480427
22;17;0,772727273
192;75;0,390625
73;54;0,739726027
128;77;0,6015625
97;52;0,536082474
49;38;0,775510204
115;75;0,652173913
91;49;0,538461538
111;73;0,657657658
16;15;0,9375
108;73;0,675925926
110;73;0,663636364
16;11;0,6875
204;117;0,573529412
42;30;0,714285714
30;19;0,633333333
41;25;0,609756098
54;39;0,722222222
66;41;0,621212121
167;97;0,580838323
199;103;0,51758794
