66
54,64285714
57,7826087
51,66666667
49,70921986
47,88888889
62
41,45238095
62,5
51,90909091
51,41666667
37,91176471
43,30813953
50
56,88888889
37,58695652
59,15384615
44,21212121
31,22222222
43,76923077
47,36363636
40,61355932
38,27272727
49,85714286
57,11842105
52,49657534
47,0094162
52,92307692
55,03100775
53,28571429
52,98536585
39,92307692
41,42424242
59,64705882
60,03358209
61,66666667
61,10526316
49,27272727
52,0326087
47,13603604
53,5
51,36247335
67,50724638
62,66666667
75,75
89,61904762
85,13043478
52,08372093
31,22222222
41
35,57142857
46,87719298
68,53148274
45
69,66666667
45,77777778
31,25225225
58,12008282
39,33333333
58
50,53703704
52,63783784
42,06306306
63,85714286
53,5
42,33333333
67,18997669
37,9047619
44,83333333
28,28571429
32,9379845
51,46153846
41,75820896
38,91666667
32,33333333
20,09090909
53
37,07926829
64,55555556
40,00564972
40,52941176
62
49,85714286
43,76923077
42,81818182
43,28205128
47,67857143
33,47222222
54,46428571
66,55555556
35
60,21904762
52,29411765
34,66666667
42,59139785
50,57894737
60
47,25
42,78550725
38,64102564
50
48,37254902
36,07692308
64,55555556
45,48015873
89,33333333
71,7195122
55
44,65909091
34,675
40,61818182
40
63,85714286
61,03488372
38,62962963
56,85714286
58
36,33333333
56,85714286
35,42857143
53,66666667
55,56263736
134,3913043
66,84615385
32,77272727
42,59139785
36,77777778
35,57142857
63,71428571
49,16666667
43,83333333
38,63793103
76,34507042
29
29
49,87552743
42,24031008
68
42,24031008
51,46153846
38,27272727
51,46153846
45,33333333
77,46103896
38,27272727
58,36363636
60
45
29,18181818
55,84210526
20,69230769
48,33333333
38,33333333
43,30813953
45,31578947
40,05263158
69,70967742
49,50877193
45,16666667
21,28571429
66,22413793
50,33150183
45,33333333
50
48,33333333
52,5
64,61403509
55
26,46236559
49,52134146
