47,61538461538461
43,12962962962963
46,41176470588235
45,333333333333336
52,66666666666667
33,0
39,43589743589744
43,30813953488372
61,797872340425535
49,6764705882353
45,9685534591195
42,333333333333336
43,30813953488372
50,578947368421055
59,75
58,36363636363637
53,5
52,77777777777778
28,153164556962025
37,0
52,166666666666664
40,745098039215684
32,5
47,61538461538461
55,16622516556291
50,04233128834356
45,47222222222222
45,77777777777778
46,604166666666664
39,77777777777778
48,44189602446483
37,25287356321839
43,53333333333333
48,98275862068966
66,88095238095238
58,1764705882353
55,8421052631579
33,72727272727273
37,77297297297297
47,194117647058825
43,769230769230774
56,13619402985075
66,73049645390071
53,305882352941175
46,83536585365854
39,67486338797814
84,0
58,15172413793103
20,264705882352942
32,913978494623656
5,0
40,16743471582181
56,64244186046511
40,05263157894737
46,41176470588235
45,0
34,523809523809526
62,31542699724518
28,428571428571427
37,0
55,30769230769231
62,888888888888886
43,38405797101449
56,769230769230774
45,53448275862069
37,0
77,57575757575756
37,904761904761905
49,22222222222222
34,66666666666667
30,666666666666668
69,32089552238806
42,57142857142857
38,78231292517007
22,12280701754386
33,72727272727273
53,13793103448276
33,23913043478261
67,52599388379205
38,40860215053763
37,38095238095238
47,25
56,0
56,33783783783784
31,74137931034483
44,333333333333336
45,17857142857143
35,15425531914894
50,5
32,230769230769226
41,95731707317073
49,3609022556391
44,9030612244898
16,166666666666668
42,21568627450981
40,19047619047619
37,0
40,22222222222222
39,12432432432432
28,30081300813008
20,090909090909093
43,78787878787878
20,333333333333336
45,333333333333336
43,21256038647343
33,0
97,14285714285714
47,25
48,548780487804876
29,817910447761193
45,79255319148936
35,12830188679245
58,36363636363637
40,0
36,13978494623656
55,0
58,0
36,07692307692308
39,25
35,42857142857143
53,666666666666664
55,0
128,95652173913044
66,84615384615384
47,25
46,28260869565217
26,147058823529413
35,57142857142857
37,0
42,648936170212764
49,57142857142857
55,8421052631579
76,11111111111111
39,333333333333336
25,0
49,48624708624709
33,719298245614034
63,86363636363637
37,28191489361702
45,333333333333336
33,804597701149426
43,769230769230774
50,578947368421055
48,08282828282829
44,5
43,095238095238095
60,357142857142854
55,8421052631579
42,57142857142857
40,0
34,66666666666667
33,72727272727273
38,42138364779875
37,80392156862745
24,785714285714285
35,24242424242424
47,25
40,745098039215684
43,769230769230774
49,857142857142854
47,59770114942528
50,2520325203252
42,333333333333336
41,0
36,66666666666667
55,30769230769231
75,0
61,5
33,33333333333333
44,819772528433944
