31,743589743589745
40,833333333333336
31,04679802955665
38,57142857142857
23,242424242424242
47,36363636363637
42,5
35,011927181418706
24,553968253968254
31,527272727272727
29,181818181818183
39,11407249466951
33,88557763061074
22,666666666666668
34,705422569614065
35,78018372703412
34,56613756613756
41,434782608695656
34,48235829729114
39,12605042016806
31,81340579710145
34,26099706744868
34,01398601398601
37,30440967283073
22,80850522026993
29,420625403560557
35,52881355932203
52,80434782608695
40,68765903307888
59,15384615384615
38,297764227642276
57,0
57,0
39,58941947565543
33,119269619269616
68,0
38,16666666666667
40,333333333333336
33,254273504273506
33,974160206718345
32,7008547008547
61,69483568075117
145,03703703703704
16,937580437580436
33,33333333333333
35,23809523809524
38,21948051948052
31,4748427672956
29,042154566744728
31,67208672086721
31,695652173913043
28,570564516129032
27,92105263157895
33,91578947368421
23,666666666666668
31,743589743589745
28,84873949579832
29,294871794871796
33,19202898550725
40,193223443223445
40,004625346901015
38,53563807084934
43,9784046692607
27,77777777777778
52,0
39,12605042016806
34,2
32,64912280701754
20,917002417405318
32,45679012345679
23,814814814814817
20,304761904761904
25,134615384615387
15,956077630234933
20,77897574123989
28,341596743812325
23,891552511415522
22,192736425746133
31,728571428571428
25,5
38,89824797843666
28,062727272727273
34,26566217287867
49,04843304843305
32,11363636363636
53,57142857142857
26,62656853281853
29,638719512195124
30,825307950727886
44,66313559322034
30,118541033434653
21,307643413316384
30,118541033434653
7,0
42,057027391109116
19,96153846153846
31,0
42,96822033898305
18,210810810810813
18,166666666666664
42,333333333333336
21,81458333333333
14,192307692307693
50,0
23,050770811921893
21,063437703848663
30,43872053872054
17,11111111111111
30,260283946123046
20,954858243875584
27,193559801840056
16,733333333333334
29,676470588235293
37,91841491841492
26,147058823529413
25,315217391304348
33,0
33,0
23,78730703259005
20,833333333333336
20,205128205128204
23,86039886039886
28,759887005649716
20,833333333333336
20,238095238095237
13,510932105868815
45,5
37,91176470588235
41,43851132686085
39,424639580602886
27,03076923076923
49,70526315789474
36,59386838445677
36,68621553884712
35,57142857142857
41,371794871794876
43,563559322033896
41,43851132686085
36,485380116959064
33,166666666666664
29,666666666666664
31,82346750855038
37,269230769230774
40,0
29,02162162162162
34,16666666666667
41,47619047619048
42,57142857142857
50,80179558011049
28,22222222222222
24,385677308024157
29,676470588235293
31,347124824684435
34,18269230769231
30,55263157894737
38,4251040221914
36,98348544111256
20,69336790393013
43,843691148775896
26,71212121212121
35,256965944272444
37,38095238095238
30,169082125603865
19,136363636363637
52,0
49,26315789473684
22,772727272727273
34,08831908831909
34,06156156156156
36,58807339449541
