precision;recall;f1
0,6581553220748901;0,6207259893417358;0,6388929486274719
0,7177566289901733;0,748460054397583;0,7327868938446045
0,6991729140281677;0,6691018342971802;0,6838069558143616
0,7346825003623962;0,751951277256012;0,7432166337966919
0,6566680669784546;0,582278311252594;0,6172398924827576
0,7202249765396118;0,5711312294006348;0,6370713114738464
0,6650494933128357;0,4899481236934662;0,5642258524894714
0,6426793336868286;0,5825674533843994;0,6111488342285156
0,6791746020317078;0,5775021314620972;0,6242254376411438
0,6844012141227722;0,6284564137458801;0,6552368402481079
0,6576546430587769;0,5463285446166992;0,5968447327613831
0,7490291595458984;0,7516458034515381;0,750335156917572
0,6893439888954163;0,6801760792732239;0,6847293376922607
0,739003598690033;0,6356721520423889;0,6834542751312256
0,6266683340072632;0,7476463317871094;0,6818326115608215
0,5918898582458496;0,7783441543579102;0,6724311709403992
0,6468938589096069;0,7466109991073608;0,6931846141815186
0,7594442367553711;0,6857288479804993;0,7207065224647522
0,6916291117668152;0,6935117840766907;0,6925691962242126
0,7868661880493164;0,6912282705307007;0,735953152179718
0,6358363628387451;0,6363121271133423;0,6360741853713989
0,6951478719711304;0,6571704149246216;0,6756258606910706
0,6926019191741943;0,7039697170257568;0,6982395052909851
0,5458847284317017;0,662963330745697;0,5987544655799866
0,6509880423545837;0,71095871925354;0,679652988910675
0,6716639995574951;0,6823027729988098;0,6769416332244873
0,7157749533653259;0,7557961344718933;0,7352412939071655
0,7408621311187744;0,7847858667373657;0,7621917724609375
0,6805943846702576;0,7831602692604065;0,7282838821411133
0,7930712103843689;0,8379600048065186;0,8148978352546692
0,6434915661811829;0,6377560496330261;0,6406109929084778
0,7078143954277039;0,7496064901351929;0,7281112670898438
0,6755820512771606;0,5923887491226196;0,6312561631202698
0,6574456095695496;0,5951350331306458;0,624740481376648
0,6746081113815308;0,6382167339324951;0,6559080481529236
0,7965677976608276;0,8230071067810059;0,8095716238021851
0,630861759185791;0,5879993438720703;0,6086769104003906
0,7224366068840027;0,7582250833511353;0,7398983240127563
0,6676684617996216;0,6403379440307617;0,6537176370620728
0,6808028221130371;0,7158952355384827;0,6979081630706787
0,726649284362793;0,7260923981666565;0,7263707518577576
0,6866326332092285;0,728082537651062;0,7067503333091736
0,6533835530281067;0,6768800020217896;0,6649242639541626
0,6209787130355835;0,6072121262550354;0,6140182614326477
0,6924749612808228;0,6927288770675659;0,6926019191741943
0,6637870669364929;0,6744605302810669;0,6690812706947327
0,6858298778533936;0,6229972243309021;0,6529053449630737
0,6506960391998291;0,6793445348739624;0,6647117137908936
0,5114275813102722;0,6482944488525391;0,5717846751213074
0,6919642686843872;0,6100103259086609;0,6484079957008362
0,555866539478302;0,66741943359375;0,6065566539764404
0,6944981217384338;0,660361111164093;0,676999568939209
0,6332640647888184;0,62074214220047;0,6269406080245972
0,6415719985961914;0,7039891481399536;0,6713328957557678
0,4682558476924896;0,6414198875427246;0,5413267612457275
0,7535827159881592;0,6038943529129028;0,6704854965209961
0,6811011433601379;0,6708345413208008;0,6759288907051086
0,6644706130027771;0,6552842259407043;0,6598454713821411
0,5764620304107666;0,7030335068702698;0,6334874033927917
0,5077003240585327;0,7091103792190552;0,591736376285553
0,7714207768440247;0,7327026724815369;0,7515634298324585
0,6403024792671204;0,7098326683044434;0,6732772588729858
0,6911424398422241;0,6995477676391602;0,6953197121620178
0,6798096895217896;0,6742841005325317;0,6770356297492981
0,5384734869003296;0,6732892394065857;0,5983818769454956
0,686536967754364;0,6579077243804932;0,6719174981117249
0,6417990326881409;0,6983122825622559;0,6688640713691711
0,6953012347221375;0,5512300729751587;0,6149399876594543
0,758758544921875;0,6941208839416504;0,725001871585846
0,38704171776771545;0,6338433623313904;0,48061004281044006
0,7685126066207886;0,7570839524269104;0,7627553939819336
0,6562612652778625;0,6795486211776733;0,6677019596099854
0,7520078420639038;0,6815277338027954;0,7150351405143738
0,7058621644973755;0,7609299421310425;0,7323623299598694
0,7803514003753662;0,7336260676383972;0,7562676072120667
0,4628012776374817;0,6551140546798706;0,5424160361289978
0,7660212516784668;0,7339523434638977;0,7496439814567566
0,807067334651947;0,803121030330658;0,8050893545150757
0,7012518644332886;0,6669823527336121;0,6836879849433899
0,7902911901473999;0,7847164273262024;0,7874939441680908
0,4533170163631439;0,6608712077140808;0,5377622246742249
0,7197155952453613;0,6018081307411194;0,6555020213127136
0,7902914881706238;0,6013469099998474;0,6829925775527954
0,7561562061309814;0,7242543697357178;0,7398615479469299
0,6899995803833008;0,5572681427001953;0,6165713667869568
0,7566578388214111;0,6809085607528687;0,7167874574661255
0,6736876368522644;0,6861479878425598;0,6798607707023621
0,6800848841667175;0,6041990518569946;0,6399000287055969
0,724877119064331;0,7316901087760925;0,7282676696777344
0,8088196516036987;0,7648433446884155;0,7862170338630676
0,7422246336936951;0,6597620248794556;0,6985681653022766
0,6658284664154053;0,6599801778793335;0,6628914475440979
0,7344040870666504;0,6755814552307129;0,7037657499313354
0,7913140058517456;0,7966601252555847;0,7939780354499817
0,6958653926849365;0,6569128036499023;0,6758282780647278
0,4178602695465088;0,6119204759597778;0,4966052174568176
0,7717182636260986;0,6958098411560059;0,73180091381073
0,6980774998664856;0,6560933589935303;0,6764346361160278
0,6645893454551697;0,6751537919044495;0,6698299050331116
0,6959872841835022;0,648717999458313;0,6715218424797058
0,8070583343505859;0,9099969267845154;0,8554419875144958
0,6961034536361694;0,6027634739875793;0,6460795998573303
0,7631885409355164;0,7923306822776794;0,7774866223335266
0,7643397450447083;0,7843658328056335;0,7742233276367188
0,651786208152771;0,6792527437210083;0,6652360558509827
0,6807684898376465;0,5785785913467407;0,6255274415016174
0,6872185468673706;0,6483720541000366;0,6672303676605225
0,7765355706214905;0,7726877331733704;0,7746068835258484
0,7157923579216003;0,7270375490188599;0,7213711738586426
0,7761268019676208;0,7960422039031982;0,7859583497047424
0,7219098210334778;0,6745484471321106;0,6974260210990906
0,7543581128120422;0,7519668340682983;0,7531605362892151
0,7009137272834778;0,7366536259651184;0,7183394432067871
0,6876509189605713;0,6615028381347656;0,6743234992027283
0,7849255800247192;0,7384809851646423;0,7609953284263611
0,7380326390266418;0,7591543197631836;0,7484445571899414
0,8135864734649658;0,9127683639526367;0,8603283166885376
0,6840381622314453;0,7446634769439697;0,7130645513534546
0,4330407381057739;0,6159491539001465;0,5085484385490417
0,7263171672821045;0,6802810430526733;0,7025457620620728
0,8370295763015747;0,7719274759292603;0,8031614422798157
0,709924578666687;0,7190958857536316;0,7144808173179626
0,6782723069190979;0,6709887981414795;0,6746109127998352
0,7321689128875732;0,7123469710350037;0,7221218943595886
0,8895202279090881;0,8735636472702026;0,8814696669578552
0,7804713249206543;0,7533295154571533;0,7666602730751038
0,6212624311447144;0,652343213558197;0,6364235877990723
0,6587008237838745;0,5595632791519165;0,605098307132721
0,7303236126899719;0,7914978265762329;0,7596811056137085
0,7448294162750244;0,643609344959259;0,6905298233032227
0,7276844382286072;0,6576671004295349;0,6909064054489136
0,7038299441337585;0,5045795440673828;0,587777853012085
0,7062793970108032;0,6797193288803101;0,6927448511123657
0,6378570199012756;0,7548927664756775;0,6914575099945068
0,6621339321136475;0,8230817317962646;0,7338871955871582
0,6488319039344788;0,6892266273498535;0,6684195399284363
0,7123023867607117;0,6552819609642029;0,6826034784317017
0,7273609042167664;0,696388840675354;0,7115380167961121
0,6792046427726746;0,527431309223175;0,5937727689743042
0,4705900549888611;0,664383590221405;0,5509420037269592
0,6985727548599243;0,5418921709060669;0,6103374361991882
0,664082407951355;0,5817253589630127;0,620181679725647
0,6959543228149414;0,6968003511428833;0,6963770985603333
0,6723145842552185;0,6973487734794617;0,6846028566360474
0,7501020431518555;0,781777024269104;0,7656120657920837
0,7902156710624695;0,827804446220398;0,8085734844207764
0,5798792243003845;0,7600029706954956;0,6578338742256165
0,727658212184906;0,8134351968765259;0,7681595683097839
0,7205373048782349;0,7169812917709351;0,7187548875808716
0,7393284440040588;0,7396066784858704;0,7394675016403198
0,4916049540042877;0,7125248908996582;0,5817990303039551
0,7474720478057861;0,7149244546890259;0,730836033821106
0,6875457167625427;0,5815010666847229;0,6300926804542542
0,6863911151885986;0,6596512198448181;0,6727555394172668
0,7716820240020752;0,6669106483459473;0,7154811024665833
0,6498075723648071;0,6137819886207581;0,6312811970710754
0,6870323419570923;0,6878646016120911;0,6874482035636902
0,742061972618103;0,7486233115196228;0,7453282475471497
0,7377573847770691;0,7356835007667542;0,736719012260437
0,6459007263183594;0,7782180905342102;0,7059125304222107
0,6753489971160889;0,5851906538009644;0,6270455718040466
0,6686863899230957;0,6737510561943054;0,6712091565132141
0,5484782457351685;0,7236334085464478;0,6239974498748779
0,6881735324859619;0,7113609313964844;0,6995751857757568
0,5252186059951782;0,743165135383606;0,6154669523239136
0,7080223560333252;0,626285195350647;0,6646502614021301
0,674312949180603;0,6319161653518677;0,652426540851593
0,4735545516014099;0,7373597621917725;0,5767213106155396
0,7848097085952759;0,8182714581489563;0,8011912703514099
0,7429896593093872;0,7417912483215332;0,742389976978302
