99,66666666666667
100,62962962962963
100,91176470588235
104,5142857142857
86,11734693877551
104,68478260869566
101,75
112,07619047619048
92,6060606060606
91,98039215686275
104,50490196078431
107,33333333333334
112,07619047619048
107,34210526315789
95,02941176470588
93,22222222222221
103,25
108,75
120,67247820672478
115,66666666666666
100,43115942028986
105,92063492063492
111,66666666666667
109,73529411764706
98,53722334004024
99,8258642765685
105,6
109,43859649122807
109,85253456221199
109,5
103,13056835637481
117,0952380952381
112,67647058823529
103,86557377049179
103,5
87,28571428571429
107,34210526315789
112,35714285714286
103,80952380952381
102,51048951048952
104,26923076923077
104,8888888888889
103,53846153846155
102,42528735632185
113,22564102564102
91,71428571428571
86,66666666666667
64,29411764705883
115,50980392156862
104,50806451612904
93,33333333333333
105,17021276595744
86,96693121693121
106,79411764705883
100,91176470588235
90,0
98,77777777777779
90,51086956521739
89,61904761904762
107,1159420289855
99,66666666666667
83,04761904761905
102,3896103896104
83,08695652173914
118,60919540229885
115,66666666666666
90,82752293577981
99,0
99,83333333333334
109,88888888888889
90,26282051282051
85,75706214689265
96,91935483870968
100,8586956521739
108,33333333333333
98,0909090909091
99,98275862068965
106,71428571428571
82,68137254901961
98,21428571428571
118,66666666666666
103,74509803921568
127,0
105,50450450450451
106,38095238095238
97,75
101,09235209235209
105,81666666666666
102,35238095238095
102,80869565217391
104,75
99,91666666666666
107,51948051948052
106,00000000000001
100,73891625615764
109,97619047619048
99,0
95,77777777777779
106,12770562770564
101,82894736842105
110,86363636363637
104,48584905660377
107,33333333333334
92,68181818181817
103,48058252427184
113,5
82,32089552238806
105,83333333333334
88,8
107,72916666666667
102,11111111111111
96,65686274509804
96,27272727272727
102,91869918699187
102,25
88,88461538461539
90,78571428571429
95,0
112,16666666666667
101,57142857142857
107,33333333333334
97,97721518987342
29,864197530864203
74,0
96,57692307692307
95,90043290043289
113,33333333333333
90,78571428571429
111,25
113,43604651162791
112,35714285714286
100,91176470588235
89,97142857142856
78,5
78,0
94,11117107393417
100,22972972972973
80,22222222222223
111,87619047619047
110,68103448275862
103,66666666666667
106,1474358974359
89,14705882352942
91,17142857142858
98,33333333333333
107,23387096774194
110,33333333333334
91,55263157894737
105,0
89,0
125,83333333333334
115,75
96,93867924528303
108,11363636363637
124,33333333333334
104,50806451612904
99,86111111111111
97,97058823529412
105,33333333333334
90,78571428571429
109,63888888888889
92,0142857142857
104,33333333333334
103,25
113,52380952380953
99,66666666666667
92,59420289855072
105,5
103,33333333333333
105,8
