36,15;15,2
44,8;12,9
39,55;13,9
29,8;16,6
54,7;11,2
16,25;18,5
7,2;21
52,85;10,9
58,4;9,8
46,2;12,4
38,35;14,3
21,9;17,4
55,2;11,1
-16,36;24,6
25,25;17,2
12,05;20,2
40,45;13,5
44,9;12,9
7,75;21,8
32,1;15,7
47,85;12,8
43,9;13,3
59,55;10,5
-28,76;27,3
60,15;10,2
44;13,2
31,5;15,9
17,9;19
29,15;15,7
28,6;17
45,4;12,7
-1,01;22
45,6;12,6
45,6;12,6
32,8;15,4
3,05;23,7
44,1;13,2
80,9;5,4
54,2;11,4
43;13,6
57;10,4
51,55;11,4
20,8;17,9
74,75;6,7
44,6;13
46;12,4
45,8;12,5
33,9;15
59;9,6
79,6;5,9
84,75;5
50,45;11,8
45,3;12,7
58,5;9,8
31,75;14,7
50,35;11,8
69;7,9
43,2;13,5
70,7;7,2
34,6;14,7
45,15;13,9
49,85;12
38,75;14,2
33,8;15
3,5;20,2
74,25;6,9
36,05;15,2
23,95;17,7
52,85;10,9
-55,01;32
73,95;7
55,55;14,2
72,65;7,6
66,9;8,7
45,3;12,7
-26,76;26,5
69,7;7,6
78,6;6,3
56;10,7
57,1;10,3
-172,01;55,6
32,6;15,5
10,9;19,5
33,5;15,1
15,65;18,8
-1,81;22,3
33,1;15,3
51,05;11,6
51,65;11,3
33,6;15,1
39,65;13,8
62,25;9,4
39,65;13,8
81,4;5,2
33,1;15,3
3,5;20,2
15,55;18,8
67,2;8,6
57,1;10,3
63,15;9,1
66,7;8,8
48,95;12,4
71,55;8
44,8;12,9
52,35;11,1
80,8;5,5
43,4;13,5
50,95;11,6
38,65;14,2
63,85;8,8
39,45;13,9
56,4;10,6
32,6;15,5
49,15;12,3
39,05;14
45,3;12,7
38,45;14,3
88,25;3,7
-113,51;43,8
20,9;17,8
63,05;9,1
44,6;13
68,2;8,2
50,15;11,9
23,9;16,7
55,1;11,1
49,15;12,3
34,45;15,8
79,4;6
35,5;16,5
39,05;14
48,75;12,5
63,5;10
70,7;7,2
100,95;0,9
67,1;8,6
65,7;9,2
35,5;16,5
56,5;10,5
-172,01;55,6
43,3;13,5
32,7;15,4
33,9;15
44,2;13,1
31,6;15,9
-6,06;22,8
-230,51;67,4
58,85;10,7
66,6;8,8
56,3;10,6
19,05;17,4
59,85;10,3
67,4;8,5
50,35;11,8
61,25;9,8
58,7;9,7
38,85;14,1
51,75;11,3
18,6;18,7
69,7;7,6
50,45;11,8
67,5;8,5
11,2;19,4
59,85;10,3
-55,01;32
27,95;18,4
62,55;9,3
-113,51;43,8
37,45;14,7
44,1;13,2
