55,85; 11,9
55,35; 12,1
51,85; 13,5
35,0; 16,7
34,6; 16,9
49,45; 12,2
37,15; 14,8
64,2; 9,7
34,15; 18,2
36,95; 14,9
51,55; 13,6
30,6; 16,2
64,2; 9,7
26,45; 19,0
30,45; 17,4
42,0; 16,2
58,7; 11,9
60,0; 11,4
85,05; 4,9
51,0; 12,7
37,3; 15,8
57,55; 11,2
68,05; 9,3
67,55; 9,5
30,35; 17,4
42,75; 14,8
44,25; 14,2
56,7; 12,7
35,15; 15,6
62,7; 10,3
51,05; 13,8
65,4; 9,3
52,8; 12,0
54,35; 12,5
26,75; 18,8
22,6; 19,4
32,3; 17,8
69,55; 8,8
65,75; 10,2
51,9; 12,3
61,7; 10,7
20,3; 18,1
30,15; 17,5
34,05; 16,0
41,5; 14,2
36,25; 15,1
6,3; 27,9
36,75; 14,9
77,9; 6,6
81,95; 6,1
116,5; -1,9
63,1; 10,2
39,0; 17,4
29,45; 17,8
63,55; 11,1
54,7; 13,5
68,85; 9,0
26,65; 18,9
50,15; 11,9
63,2; 10,1
32,95; 16,4
18,6; 20,9
40,5; 14,6
27,3; 19,7
60,2; 11,3
51,0; 12,7
14,3; 22,6
51,0; 12,7
59,4; 13,8
50,85; 13,9
73,4; 8,4
36,85; 17,1
55,25; 12,1
53,55; 12,8
57,0; 10,4
75,4; 7,6
57,4; 14,6
75,9; 7,4
29,7; 21,0
60,25; 12,4
68,85; 9,0
41,15; 15,4
39,45; 13,9
32,8; 17,6
48,5; 13,7
54,7; 11,2
43,15; 14,7
57,05; 11,4
16,4; 19,6
51,5; 12,5
53,7; 11,6
44,45; 14,1
40,0; 14,8
81,75; 6,2
39,5; 15,0
54,85; 12,3
62,7; 10,3
56,7; 12,7
60,5; 11,2
67,85; 9,4
75,4; 7,6
56,4; 12,8
62,7; 10,3
40,3; 14,7
47,4; 14,1
78,4; 6,4
41,2; 18,7
53,85; 12,7
43,0; 15,8
80,25; 6,8
63,2; 10,1
70,35; 8,4
41,0; 16,6
60,55; 12,3
53,3; 11,8
43,15; 14,7
-8,36; 23,7
35,45; 15,5
43,3; 13,5
54,85; 12,3
52,0; 12,3
26,95; 18,8
-41,41; 44,3
-25,06; 28,0
14,9; 20,2
46,85; 13,2
83,75; 5,4
73,55; 7,2
69,25; 8,9
69,25; 11,1
49,85; 14,2
22,6; 19,4
28,35; 22,6
-0,51; 21,8
29,75; 15,5
35,3; 16,6
62,4; 10,4
29,3; 19,0
58,05; 11,0
33,45; 16,2
59,15; 10,6
44,15; 14,3
56,7; 12,7
40,95; 15,5
38,8; 15,2
52,3; 12,2
33,8; 17,2
44,0; 15,4
55,15; 12,2
70,4; 9,5
59,7; 11,5
81,25; 6,4
68,7; 10,2
45,85; 13,6
66,2; 9,0
81,25; 6,4
47,0; 14,3
45,85; 13,6
56,85; 11,5
79,4; 6,0
42,3; 13,9
55,15; 12,2
48,15; 12,7
52,85; 13,1
75,55; 8,6
55,85; 11,9
1,9; 23,0
27,3; 19,7
70,85; 8,3
44,35; 14,2
