31,6; 15,9
58,55; 10,8
74,05; 7,0
44,7; 12,9
-79,91; 37,3
42,8; 13,7
17,9; 19,0
56,8; 10,4
56,7; 10,5
11,2; 19,4
57,6; 10,1
12,15; 24,5
15,15; 23,4
67,8; 8,3
16,9; 19,4
29,35; 15,6
40,15; 15,8
57,5; 10,2
80,8; 5,5
56,2; 10,7
8,25; 23,9
18,15; 24,4
40,25; 13,6
23,35; 18,0
33,0; 15,3
45,85; 15,8
19,75; 19,4
50,05; 12,0
6,05; 20,3
39,15; 14,0
45,0; 12,8
37,8; 15,6
38,85; 14,1
29,35; 15,6
8,4; 20,5
25,75; 17,0
73,65; 7,2
52,95; 10,8
49,05; 12,3
43,5; 13,4
56,8; 10,4
-3,71; 23,0
-80,36; 40,8
68,1; 8,2
51,65; 11,3
-56,71; 34,9
36,5; 18,3
-14,26; 32,6
78,4; 6,4
56,8; 10,4
62,5; 10,4
55,45; 12,1
32,25; 18,9
40,45; 13,5
61,55; 9,7
69,25; 8,9
63,7; 9,9
49,1; 13,4
-230,51; 67,4
43,7; 13,3
16,4; 19,6
67,7; 8,4
73,45; 7,2
61,35; 9,8
57,9; 10,0
43,7; 13,3
24,95; 17,3
9,9; 19,9
52,0; 12,3
39,05; 14,0
62,7; 10,3
49,1; 13,4
55,75; 11,9
46,4; 12,3
56,3; 10,6
51,55; 11,4
59,4; 13,8
53,55; 12,8
20,75; 21,2
57,2; 10,3
46,9; 12,1
56,6; 10,5
33,4; 15,1
32,6; 15,5
19,9; 18,2
21,8; 17,5
67,2; 8,6
47,5; 11,9
23,95; 17,7
9,45; 25,6
32,1; 15,7
68,8; 8,0
31,1; 16,0
58,7; 11,9
18,6; 18,7
68,1; 8,2
57,85; 11,1
67,9; 8,3
38,75; 14,2
73,65; 7,2
31,2; 16,0
14,75; 23,5
62,7; 10,3
6,2; 21,3
37,55; 14,6
31,3; 16,0
51,5; 12,5
61,7; 10,7
67,3; 8,5
37,85; 18,9
23,3; 16,9
53,8; 11,6
27,05; 16,5
28,95; 18,0
56,9; 10,4
62,7; 10,3
33,1; 15,3
82,25; 6,0
50,65; 11,7
51,65; 11,3
44,8; 12,9
32,0; 15,7
42,5; 13,8
53,15; 10,8
55,0; 11,1
46,15; 13,5
61,35; 9,8
65,7; 9,2
32,7; 19,8
43,3; 13,5
-1,66; 23,3
3,2; 22,5
4,15; 29,9
6,2; 21,3
100,95; 0,9
21,55; 20,9
34,5; 19,1
-3,96; 26,4
32,0; 15,7
49,75; 12,1
35,4; 14,4
44,0; 13,2
51,5; 12,5
41,45; 13,1
28,25; 16,1
40,15; 13,6
27,45; 16,4
44,3; 13,1
49,3; 13,4
70,4; 9,5
79,6; 5,9
49,85; 12,0
77,6; 6,7
39,8; 14,9
73,55; 7,2
52,85; 13,1
58,15; 11,0
44,1; 13,2
26,1; 18,0
77,3; 6,8
46,1; 12,4
34,4; 14,8
54,7; 11,2
15,25; 18,9
96,95; 2,5
35,95; 15,3
4,05; 23,3
21,6; 17,5
48,15; 12,7
19,75; 19,4
