74,55; 6,8
51,85; 15,7
41,85; 13,0
34,2; 14,8
-64,46; 36,8
31,1; 16,0
46,6; 12,2
69,35; 8,8
50,15; 11,9
11,9; 19,1
63,35; 9,0
63,25; 9,0
50,25; 11,9
54,2; 13,6
3,2; 22,5
47,2; 12,0
29,05; 15,7
51,15; 11,5
50,85; 11,6
40,85; 13,3
48,95; 12,4
46,3; 12,3
28,75; 15,9
33,5; 15,1
11,3; 19,4
64,35; 8,6
68,4; 8,1
44,2; 13,1
23,0; 17,0
40,15; 13,6
57,65; 11,2
26,15; 16,9
22,2; 17,3
34,55; 15,8
15,85; 18,7
55,5; 10,9
16,75; 20,5
52,45; 11,0
50,5; 12,9
35,0; 14,5
48,15; 12,7
-39,31; 30,3
-47,46; 32,4
46,5; 12,2
63,45; 8,9
44,7; 12,9
51,75; 11,3
-26,21; 27,4
68,4; 8,1
63,45; 8,9
81,3; 5,3
40,95; 13,3
68,1; 8,2
49,15; 12,3
63,15; 9,1
67,85; 9,4
68,6; 8,0
65,9; 9,1
-347,51; 91,0
44,5; 13,0
10,9; 19,5
27,85; 16,2
45,7; 12,6
39,05; 14,0
3,5; 20,2
29,35; 15,6
40,15; 13,6
20,5; 18,0
41,05; 13,3
62,65; 9,2
78,7; 6,3
57,0; 10,4
79,1; 6,1
57,9; 10,0
33,3; 15,2
64,85; 8,4
74,45; 6,8
73,25; 7,3
44,8; 12,9
59,85; 10,3
46,0; 12,4
46,3; 12,3
22,9; 17,0
15,05; 19,0
27,6; 17,4
4,95; 20,7
34,6; 14,7
75,15; 6,6
18,35; 17,7
36,85; 14,9
57,0; 10,4
68,7; 8,0
39,95; 13,7
59,85; 10,3
21,7; 17,5
51,05; 11,6
50,15; 11,9
52,65; 10,9
34,2; 14,8
43,3; 13,5
54,0; 11,5
56,5; 10,5
57,1; 10,3
51,75; 11,3
57,2; 10,3
33,5; 15,1
69,5; 7,7
22,75; 18,2
43,65; 14,5
38,65; 14,2
54,8; 11,2
61,95; 9,5
45,7; 12,6
-12,21; 24,1
45,6; 12,6
20,75; 19,0
47,0; 12,0
-56,01; 32,4
-113,51; 43,8
50,85; 11,6
23,75; 20,0
60,15; 10,2
63,25; 9,0
28,75; 15,9
46,3; 12,3
45,0; 12,8
48,0; 11,7
58,85; 10,7
44,3; 13,1
42,7; 13,7
-1,66; 23,3
35,45; 15,5
45,7; 12,6
0,5; 21,4
100,95; 0,9
65,5; 9,2
32,95; 16,4
46,2; 12,4
28,75; 15,9
-172,01; 55,6
18,05; 17,8
11,45; 20,4
40,85; 13,3
39,65; 13,8
5,95; 20,3
45,9; 12,5
-230,51; 67,4
3,2; 22,5
38,85; 14,1
64,55; 10,7
85,65; 4,7
44,3; 13,1
51,65; 11,3
48,65; 12,5
39,45; 13,9
35,3; 16,6
47,4; 14,1
33,7; 15,0
22,7; 17,1
56,9; 10,4
61,65; 9,6
20,6; 17,9
16,65; 18,4
55,3; 11,0
-55,01; 32,0
42,3; 13,9
3,05; 21,5
-4,86; 22,4
51,15; 11,5
51,55; 11,4
